om,yr,mo,dy,date,time,tz,st,stf,stn,mag,inj,fat,loss,closs,slat,slon,elat,elon,len,wid,ns,sn,sg,f1,f2,f3,f4,fc
451536,2013,5,19,2013-05-19,17:40:00,3,OK,40,0,0,0,0,0.0,0.0,35.3365,-97.0228,35.3644,-97.0186,2.0,30.0,1,1,1,125,0,0,0,0
440821,2013,5,19,2013-05-19,17:45:00,3,IA,19,0,1,0,0,0.05,0.0,41.6656,-93.9073,41.6774,-93.8845,1.43,100.0,1,1,1,49,0,0,0,0
442444,2013,5,19,2013-05-19,17:47:00,3,OK,40,0,0,0,0,0.0,0.0,35.9323,-96.6143,35.9328,-96.6133,0.2,50.0,1,1,1,37,0,0,0,0
451515,2013,5,19,2013-05-19,17:59:00,3,OK,40,0,2,0,0,0.0,0.0,35.458,-96.795,35.526,-96.698,7.25,450.0,1,1,1,125,81,0,0,0
440822,2013,5,19,2013-05-19,18:07:00,3,IA,19,0,1,0,0,0.09,0.0,41.8463,-93.6687,41.865,-93.5808,4.71,150.0,1,1,1,153,169,0,0,0
451531,2013,5,19,2013-05-19,18:17:00,3,OK,40,0,1,0,0,0.05,0.0,35.5323,-96.6538,35.6547,-96.4493,14.42,700.0,1,1,1,81,107,37,0,0
454690,2013,5,19,2013-05-19,19:02:00,3,IL,17,0,0,0,0,0.0,0.0,42.0,-89.99,42.0,-89.99,0.1,50.0,1,1,1,15,0,0,0,0
441619,2013,5,19,2013-05-19,23:06:00,3,MO,29,0,1,0,0,0.2,0.0,37.1672,-94.2801,37.1704,-94.2741,0.5,100.0,1,1,1,97,0,0,0,0
441608,2013,5,19,2013-05-19,23:23:00,3,MO,29,0,0,0,0,0.25,0.0,37.3881,-93.9668,37.3921,-93.9561,0.65,100.0,1,1,1,57,0,0,0,0
451537,2013,5,20,2013-05-20,13:56:00,3,OK,40,0,5,212,24,2000.0,0.0,35.284,-97.628,35.341,-97.3999,13.85,1900.0,1,1,1,87,27,0,0,0
453283,2013,5,20,2013-05-20,13:58:00,3,OK,40,0,0,0,0,0.0,0.0,34.5564,-97.9129,34.5664,-97.9,1.0,30.0,1,1,1,137,0,0,0,0
453285,2013,5,20,2013-05-20,14:07:00,3,OK,40,0,1,0,0,0.02,0.0,34.5965,-97.9331,34.64,-97.8904,4.0,200.0,1,1,1,137,0,0,0,0
455273,2013,5,20,2013-05-20,14:51:00,3,OK,40,0,1,0,0,0.005,0.0,36.4185,-96.0778,36.4587,-95.9738,6.5,500.0,1,1,1,113,147,0,0,0
441903,2013,5,20,2013-05-20,15:12:00,3,KS,20,0,0,0,0,0.0,0.0,37.03,-95.74,37.0305,-95.7302,0.54,50.0,1,1,1,125,0,0,0,0
455283,2013,5,20,2013-05-20,15:21:00,3,OK,40,0,1,0,0,0.01,0.0,36.4923,-95.8971,36.5301,-95.8308,4.5,400.0,1,1,1,147,0,0,0,0
455288,2013,5,20,2013-05-20,15:33:00,3,OK,40,0,1,0,0,0.03,0.0,36.5504,-95.8223,36.577,-95.7188,6.0,500.0,1,1,1,147,131,0,0,0
455750,2013,5,20,2013-05-20,15:35:00,3,TX,48,0,0,0,0,0.0,0.0,31.86,-99.01,31.86,-98.99,1.17,50.0,1,1,1,49,0,0,0,0
453287,2013,5,20,2013-05-20,15:40:00,3,OK,40,0,0,0,0,0.0,0.0,35.5614,-96.8146,35.5694,-96.7954,1.21,100.0,1,1,1,81,0,0,0,0
458104,2013,5,20,2013-05-20,15:50:00,3,KS,20,0,0,0,0,0.0,0.0,37.4688,-101.945,37.464,-101.941,0.37,50.0,1,1,1,187,0,0,0,0
451186,2013,5,20,2013-05-20,15:57:00,3,MO,29,0,1,0,0,0.02,0.0,38.7079,-93.3886,38.859,-93.3,14.5,200.0,1,1,1,159,0,0,0,0
458103,2013,5,20,2013-05-20,16:05:00,3,KS,20,0,0,0,0,0.0,0.0,37.5055,-101.88,37.5017,-101.88,0.27,50.0,1,1,1,187,0,0,0,0
441623,2013,5,20,2013-05-20,16:37:00,3,MO,29,0,0,0,0,0.05,0.0,37.654,-93.8301,37.6635,-93.7728,3.2,100.0,1,1,1,39,0,0,0,0
443361,2013,5,20,2013-05-20,16:41:00,3,TX,48,0,0,0,0,0.0,0.005,33.798,-97.931,33.798,-97.915,0.92,50.0,1,1,1,337,0,0,0,0
455772,2013,5,20,2013-05-20,16:41:00,3,TX,48,0,1,0,0,0.1,0.0,31.83,-98.79,31.78,-98.77,3.65,350.0,1,1,1,49,0,0,0,0
447863,2013,5,20,2013-05-20,16:53:00,3,CO,8,0,0,0,0,0.0,0.0,37.68,-106.01,37.68,-106.01,0.1,75.0,1,1,1,3,0,0,0,0
455774,2013,5,20,2013-05-20,17:00:00,3,TX,48,0,0,0,0,0.0,0.0,31.73,-98.78,31.73,-98.78,0.2,50.0,1,1,1,49,0,0,0,0
441628,2013,5,20,2013-05-20,17:03:00,3,MO,29,0,1,0,0,0.05,0.0,37.5204,-94.4237,37.5914,-94.3375,6.81,100.0,1,1,1,11,0,0,0,0
455290,2013,5,20,2013-05-20,17:25:00,3,OK,40,0,2,0,0,1.0,0.0,36.8129,-94.8461,36.8298,-94.6706,10.0,800.0,1,1,1,115,0,0,0,0
455295,2013,5,20,2013-05-20,17:32:00,3,OK,40,0,1,0,0,0.0,0.0,35.9476,-94.7581,35.9641,-94.7285,2.0,150.0,1,1,1,1,0,0,0,0
455293,2013,5,20,2013-05-20,17:32:00,3,OK,40,0,1,0,0,0.25,0.0,36.8128,-94.7701,36.8359,-94.6062,9.31,600.0,2,0,1,0,0,0,0,0
455293,2013,5,20,2013-05-20,17:32:00,3,OK,40,0,1,0,0,0.15,0.0,36.8128,-94.7701,36.8295,-94.6184,8.5,600.0,2,1,2,115,0,0,0,0
455296,2013,5,20,2013-05-20,17:35:00,3,OK,40,0,1,0,0,0.015,0.0,35.939,-94.7271,35.969,-94.7012,2.5,300.0,1,1,1,1,0,0,0,0
455297,2013,5,20,2013-05-20,17:40:00,3,OK,40,0,1,0,0,0.125,0.0,35.9817,-94.614,36.0419,-94.5416,5.8,500.0,2,1,2,1,0,0,0,0
455297,2013,5,20,2013-05-20,17:40:00,3,OK,40,0,1,0,0,0.225,0.0,35.9817,-94.614,36.0604,-94.5108,8.0,500.0,2,0,1,0,0,0,0,0
455293,2013,5,20,2013-05-20,17:41:00,3,MO,29,0,1,0,0,0.1,0.0,36.8295,-94.6184,36.8359,-94.6062,0.81,400.0,2,1,2,145,0,0,0,0
455297,2013,5,20,2013-05-20,17:45:00,3,AR,5,0,1,0,0,0.1,0.0,36.0419,-94.5416,36.0604,-94.5108,2.2,500.0,2,1,2,143,0,0,0,0
453289,2013,5,20,2013-05-20,17:49:00,3,OK,40,0,1,0,0,0.03,0.0,34.4479,-96.2849,34.47,-96.1849,5.9,250.0,1,1,1,29,0,0,0,0
455301,2013,5,20,2013-05-20,17:49:00,3,AR,5,0,1,0,0,0.05,0.0,36.2001,-94.569,36.2217,-94.5263,2.9,500.0,1,1,1,7,0,0,0,0
441632,2013,5,20,2013-05-20,17:56:00,3,MO,29,0,0,0,0,0.0,0.0,37.9375,-93.636,37.9389,-93.6273,0.48,200.0,1,1,1,185,0,0,0,0
455302,2013,5,20,2013-05-20,18:24:00,3,AR,5,0,1,0,0,0.05,0.0,36.32,-93.9296,36.33,-93.9235,0.8,270.0,1,1,1,7,0,0,0,0
451862,2013,5,20,2013-05-20,18:24:00,3,MO,29,0,1,0,0,0.0,0.0,39.6938,-91.4486,39.7036,-91.4309,1.16,50.0,1,1,1,127,0,0,0,0
443362,2013,5,20,2013-05-20,18:25:00,3,TX,48,0,0,0,0,0.0,0.005,31.677,-98.485,31.68,-98.467,1.08,100.0,1,1,1,333,0,0,0,0
441641,2013,5,20,2013-05-20,18:50:00,3,MO,29,0,1,0,0,0.05,0.0,36.6279,-93.5845,36.6423,-93.5672,1.42,200.0,1,1,1,9,209,0,0,0
441631,2013,5,20,2013-05-20,19:05:00,3,MO,29,0,1,0,0,0.0,0.0,36.7895,-93.3925,36.7911,-93.3682,1.35,100.0,1,1,1,209,0,0,0,0
441633,2013,5,20,2013-05-20,19:05:00,3,MO,29,0,0,0,0,0.0,0.0,36.7755,-93.3772,36.7838,-93.3757,0.58,100.0,1,1,1,209,0,0,0,0
455299,2013,5,20,2013-05-20,19:33:00,3,OK,40,0,0,0,0,0.0,0.0,35.1399,-94.8763,35.1446,-94.8633,0.7,260.0,1,1,1,79,0,0,0,0
455300,2013,5,20,2013-05-20,19:44:00,3,OK,40,0,1,0,0,0.005,0.0,35.0737,-94.5888,35.1538,-94.4761,8.5,500.0,1,1,1,79,0,0,0,0
441626,2013,5,20,2013-05-20,19:46:00,3,MO,29,0,0,0,0,0.05,0.0,38.33,-92.87,38.3362,-92.8589,0.74,100.0,1,1,1,141,0,0,0,0
452529,2013,5,20,2013-05-20,21:14:00,3,IL,17,0,2,3,0,0.0,0.0,39.072,-89.7264,39.0718,-89.7226,0.2,75.0,1,1,1,117,0,0,0,0
457128,2013,5,21,2013-05-21,00:29:00,3,IN,18,0,0,0,0,0.045,0.0,39.8483,-86.7255,39.8547,-86.7075,1.05,100.0,1,1,1,133,0,0,0,0
457133,2013,5,21,2013-05-21,00:34:00,3,IN,18,0,0,0,0,0.01,0.0,39.8734,-86.6666,39.8746,-86.6646,0.13,30.0,1,1,1,63,0,0,0,0
443446,2013,5,23,2013-05-23,12:53:00,3,TX,48,0,0,0,0,0.0,0.0,34.1,-101.32,34.1,-101.32,0.01,30.0,1,1,1,153,0,0,0,0
443445,2013,5,23,2013-05-23,13:22:00,3,TX,48,0,0,0,0,0.0,0.0,34.11,-101.2,34.11,-101.2,0.01,30.0,1,1,1,153,0,0,0,0
443444,2013,5,23,2013-05-23,13:30:00,3,TX,48,0,0,0,0,0.0,0.0,33.9935,-101.165,33.9812,-101.159,0.67,50.0,1,1,1,153,0,0,0,0
443553,2013,5,23,2013-05-23,15:15:00,3,TX,48,0,1,0,0,0.0,0.0,33.48,-100.66,33.4533,-100.65,1.94,300.0,1,1,1,125,0,0,0,0
455776,2013,5,23,2013-05-23,17:12:00,3,TX,48,0,0,0,0,0.1,0.0,32.86,-100.45,32.85,-100.46,1.0,175.0,1,1,1,151,0,0,0,0
453086,2013,5,25,2013-05-25,02:45:00,3,TX,48,0,0,0,0,0.025,0.0,29.3427,-98.1209,29.3462,-98.1236,0.3,50.0,1,1,1,493,0,0,0,0
453102,2013,5,25,2013-05-25,04:25:00,3,TX,48,0,0,0,0,0.1,0.0,29.5498,-98.3479,29.5554,-98.3483,0.4,100.0,1,1,1,29,0,0,0,0
456143,2013,5,25,2013-05-25,12:47:00,3,TX,48,0,0,0,0,0.0,0.0,28.8719,-96.9825,28.8896,-96.9866,1.25,25.0,1,1,1,469,0,0,0,0
451830,2013,5,26,2013-05-26,14:10:00,3,ID,16,0,0,0,0,0.0,0.0,43.1854,-115.883,43.2334,-115.842,3.92,50.0,1,1,1,39,0,0,0,0
442501,2013,5,26,2013-05-26,18:23:00,3,IA,19,0,0,0,0,0.0,0.0,40.7901,-94.3705,40.7885,-94.3698,0.12,30.0,1,1,1,159,0,0,0,0
443248,2013,5,27,2013-05-27,11:00:00,3,WY,56,0,0,0,0,0.0,0.0,44.328,-108.827,44.3791,-108.722,6.27,20.0,1,1,1,29,0,0,0,0
444253,2013,5,27,2013-05-27,14:05:00,3,NE,31,0,0,0,0,0.0,0.0,41.28,-103.73,41.38,-103.68,7.38,50.0,1,1,1,105,0,0,0,0
444254,2013,5,27,2013-05-27,15:25:00,3,NE,31,0,0,0,0,0.0,0.0,41.3,-103.57,41.34,-103.48,5.43,50.0,1,1,1,105,0,0,0,0
446067,2013,5,27,2013-05-27,15:38:00,3,CO,8,0,0,0,0,0.0,0.0,38.9441,-102.166,38.9441,-102.166,0.25,50.0,1,1,1,17,0,0,0,0
450003,2013,5,27,2013-05-27,15:49:00,3,CO,8,0,0,0,0,0.0,0.0,38.9441,-102.166,38.9441,-102.166,0.25,50.0,1,1,1,17,0,0,0,0
444252,2013,5,27,2013-05-27,15:58:00,3,NE,31,0,0,0,0,0.0,0.0,42.5265,-103.661,42.506,-103.634,2.0,50.0,1,1,1,165,0,0,0,0
444251,2013,5,27,2013-05-27,16:05:00,3,NE,31,0,0,0,0,0.0,0.0,42.32,-103.422,42.3205,-103.416,0.3,30.0,1,1,1,13,0,0,0,0
446071,2013,5,27,2013-05-27,16:37:00,3,CO,8,0,0,0,0,0.0,0.0,38.92,-102.35,38.92,-102.35,0.25,50.0,1,1,1,17,0,0,0,0
450324,2013,5,27,2013-05-27,17:32:00,3,KS,20,0,0,0,0,0.0,0.0,39.817,-98.831,39.816,-98.824,0.38,15.0,1,1,1,183,0,0,0,0
450325,2013,5,27,2013-05-27,17:45:00,3,KS,20,0,0,0,0,0.0,0.0,39.812,-98.684,39.812,-98.6838,0.01,10.0,1,1,1,183,0,0,0,0
450326,2013,5,27,2013-05-27,18:04:00,3,KS,20,0,3,1,0,1.8,3.5,39.857,-98.543,39.838,-98.438,5.74,1580.0,1,1,1,183,89,0,0,0
450296,2013,5,27,2013-05-27,18:32:00,3,NE,31,0,2,0,0,4.0,0.0,40.374,-98.014,40.365,-97.93,4.47,250.0,1,1,1,35,0,0,0,0
446462,2013,5,27,2013-05-27,19:51:00,3,NE,31,0,0,0,0,0.0,0.0,40.14,-97.0196,40.1547,-96.9605,3.28,100.0,1,1,1,95,0,0,0,0
445359,2013,5,27,2013-05-27,20:02:00,3,NE,31,0,2,0,0,0.0,0.0,40.1798,-96.9171,40.1776,-96.975,5.93,600.0,1,1,1,95,0,0,0,0
445363,2013,5,27,2013-05-27,20:16:00,3,NE,31,0,0,0,0,0.0,0.0,40.2151,-96.7607,40.2315,-96.7465,1.36,100.0,1,1,1,67,0,0,0,0
442927,2013,5,27,2013-05-27,20:40:00,3,KS,20,0,2,0,0,0.0,0.0,39.834,-96.737,39.858,-96.672,3.83,150.0,1,1,1,117,0,0,0,0
459170,2013,5,28,2013-05-28,14:08:00,3,OK,40,0,0,0,0,0.0,0.0,36.7996,-100.33,36.8096,-100.322,0.82,25.0,1,1,1,7,0,0,0,0
459172,2013,5,28,2013-05-28,14:29:00,3,OK,40,0,0,0,0,0.0,0.0,36.903,-100.427,36.8804,-100.412,1.77,25.0,1,1,1,7,0,0,0,0
443113,2013,5,28,2013-05-28,15:16:00,3,KS,20,0,3,0,0,0.0,0.0,39.6676,-96.1213,39.672,-96.0644,4.4,900.0,1,1,1,131,0,0,0,0
443117,2013,5,28,2013-05-28,15:20:00,3,KS,20,0,1,0,0,0.0,0.0,39.6528,-96.0712,39.6528,-96.0712,0.01,50.0,1,1,1,131,0,0,0,0
444650,2013,5,28,2013-05-28,15:23:00,3,NE,31,0,0,0,0,0.0,0.0,42.08,-103.73,42.06,-103.61,6.31,75.0,1,1,1,165,0,0,0,0
443707,2013,5,28,2013-05-28,15:45:00,3,KS,20,0,1,0,0,0.0,0.0,39.6599,-96.016,39.6599,-96.016,0.01,50.0,1,1,1,131,0,0,0,0
444664,2013,5,28,2013-05-28,16:05:00,3,NE,31,0,0,0,0,0.0,0.0,42.13,-103.42,42.12,-103.38,2.16,50.0,1,1,1,13,0,0,0,0
443710,2013,5,28,2013-05-28,16:33:00,3,KS,20,0,0,0,0,0.0,0.0,39.0232,-97.7218,39.0232,-97.7218,0.01,25.0,1,1,1,143,0,0,0,0
443197,2013,5,28,2013-05-28,16:45:00,3,KS,20,0,3,0,0,0.0,0.0,39.0376,-97.709,39.0299,-97.6667,2.33,1000.0,1,1,1,143,0,0,0,0
453552,2013,5,28,2013-05-28,17:35:00,3,PA,42,0,1,5,0,0.075,0.0,41.92,-80.3,41.93,-80.27,1.69,50.0,1,1,1,49,0,0,0,0
